,ID,RA,Dec,Ebv,Gal_Long,Gal_Lat,Ecl_Long,Ecl_Lat,Entry
15868,15869,96.68571,13.0,1.0,198.57297,0.53367,96.62634,-10.28583,15868
16055,16056,289.02857,13.0,1.0,47.28876,0.5377,292.79586,34.94583,16055
27037,27038,272.63158,-18.0,1.0,12.31976,0.53793,272.50816,5.41625,27037
19609,19610,283.7883,3.0,1.0,36.02524,0.54186,285.31053,25.70931,19609
12639,12640,294.7432,23.0,1.0,58.66632,0.54228,302.20209,43.71308,12639
29369,29370,268.34356,-25.0,1.0,4.26413,0.54244,268.49255,-1.56932,29369
4444,4445,322.53394,52.0,1.0,94.64506,0.54473,356.46698,60.69139,4444
6462,6463,75.28517,43.0,1.0,163.34627,0.55471,78.59322,20.14268,6462
23547,23548,278.08989,-8.0,1.0,23.64284,0.56269,278.29731,15.20636,23547
7825,7826,80.14134,38.0,1.0,169.55982,0.56628,81.98248,14.83536,7825
9588,9589,84.98361,32.0,1.0,176.75009,0.57061,85.7042,8.63581,9588
22663,22664,106.59218,-6.0,1.0,219.97168,0.57063,108.83465,-28.36082,22663
11982,11983,295.95092,25.0,1.0,60.95031,0.57336,304.37639,45.39161,11982
10516,10517,87.13376,29.0,1.0,180.27596,0.57831,87.48708,5.5859,10516
2865,2866,46.7027,59.0,1.0,139.60145,0.58111,62.72488,39.59527,2865
13643,13644,292.89941,20.0,1.0,55.21068,0.58197,299.04768,41.1584,13643
26695,26696,273.13953,-17.0,1.0,13.42953,0.59454,273.01532,6.40629,26695
11471,11472,89.16409,26.0,1.0,183.77491,0.60173,89.25362,2.56295,11471
12971,12972,294.05405,22.0,1.0,57.48261,0.60806,301.03969,42.88256,12971
16406,16407,288.40909,12.0,1.0,46.12218,0.60829,291.88295,34.05152,16406
29043,29044,268.90244,-24.0,1.0,5.38407,0.60943,268.99161,-0.56453,29043
5695,5696,72.0,46.0,1.0,159.54082,0.62408,76.47882,23.40333,5695
29558,29559,118.14241,-26.0,1.0,242.81303,0.62776,127.49295,-45.8425,29558
9467,9468,301.39535,33.0,1.0,70.25654,0.634,314.77882,51.67319,9467
12309,12310,295.2439,24.0,1.0,59.7628,0.63553,303.15054,44.5778,12309
3854,3855,59.71564,54.0,1.0,148.32957,0.64007,69.37945,32.70963,3854
26351,26352,273.64162,-16.0,1.0,14.53801,0.65074,273.52396,7.39459,26351
13982,13983,292.23529,19.0,1.0,54.03286,0.6512,297.97267,40.30493,13982
3646,3647,57.6699,55.0,1.0,146.7768,0.65127,68.29793,33.97252,3646
22477,22478,279.55307,-5.0,1.0,26.97542,0.65282,280.01115,18.1077,22477
4067,4068,61.66667,53.0,1.0,149.86143,0.6541,70.44119,31.46962,4067
16572,16573,97.90368,11.0,1.0,200.89752,0.66091,97.94453,-12.22179,16572
11657,11658,296.47059,26.0,1.0,62.05091,0.66725,305.38929,46.24117,11657
24608,24609,276.37394,-11.0,1.0,20.19993,0.66886,276.39799,12.29762,24608
24090,24091,108.81356,-10.0,1.0,224.53555,0.67246,112.00333,-32.0132,24090
7169,7170,308.19188,41.0,1.0,79.91735,0.67382,328.73511,56.91926,7169
4010,4011,325.87678,54.0,1.0,97.47776,0.68842,2.26789,60.86337,4010
3015,3016,338.59459,59.0,1.0,106.07412,0.68935,19.36339,59.45719,3015
4285,4286,63.52941,52.0,1.0,151.37292,0.69034,71.48327,30.25074,4285
3443,3444,55.52239,56.0,1.0,145.20266,0.69104,67.19668,35.26018,3443
29692,29693,267.49226,-26.0,1.0,3.01196,0.69279,267.73825,-2.5803,29692
18351,18352,100.55866,6.0,1.0,206.54495,0.69499,100.99404,-17.03743,18351
28241,28242,115.67568,-22.0,1.0,238.22258,0.7008,123.04687,-42.53743,28241
7268,7269,78.54545,40.0,1.0,167.21084,0.70993,80.85593,16.92441,7268
17821,17822,286.17978,8.0,1.0,41.56039,0.71142,288.65126,30.39771,17821
3203,3204,335.36842,58.0,1.0,104.11448,0.71557,15.62369,59.99317,3203
14323,14324,291.57895,18.0,1.0,52.85699,0.72142,296.925,39.4441,14323
9167,9168,302.01342,34.0,1.0,71.37673,0.73881,316.11996,52.43851,9167
8002,8003,305.30035,38.0,1.0,76.17954,0.74583,322.83097,55.15589,8002
4508,4509,65.30973,51.0,1.0,152.86466,0.74605,72.50589,29.05138,4508
18892,18893,284.58101,5.0,1.0,38.16583,0.75097,286.43419,27.61118,18892
6372,6373,311.16279,44.0,1.0,83.63066,0.75674,335.01742,58.51635,6372
11335,11336,297.0,27.0,1.0,63.15356,0.76122,306.43564,47.08313,11335
28574,28575,116.37462,-23.0,1.0,239.41149,0.76153,124.22943,-43.35451,28574
30517,30518,120.38217,-29.0,1.0,246.40873,0.76196,131.54077,-48.1509,30517
3245,3246,53.26531,57.0,1.0,143.60682,0.76307,66.07592,36.5747,3245
3397,3398,332.44898,57.0,1.0,102.25495,0.76453,11.98175,60.42555,3397
20685,20686,282.0,0.0,1.0,32.53999,0.76492,283.03754,22.89766,20685
12784,12785,91.89189,22.0,1.0,188.48372,0.79189,91.76036,-1.42778,12784
14666,14667,290.93023,17.0,1.0,51.68311,0.79219,295.90382,38.57621,14666
21586,21587,105.29248,-3.0,1.0,216.71133,0.79442,106.97906,-25.54244,21586
5132,5133,317.28814,49.0,1.0,90.16718,0.80325,347.35774,60.39922,5132
20867,20868,104.28969,-1.0,1.0,214.4742,0.81662,105.63783,-23.66698,20867
4736,4737,67.01299,50.0,1.0,154.3373,0.81872,73.50937,27.87006,4736
23191,23192,278.31933,-7.0,1.0,24.63502,0.82244,278.59442,16.19121,23191
20147,20148,103.28691,1.0,1.0,212.23676,0.83634,104.33339,-21.78072,20147
30012,30013,266.625,-27.0,1.0,1.75473,0.84123,266.98163,-3.59593,30012
16926,16927,98.64407,10.0,1.0,202.1207,0.84542,98.74967,-13.17734,16926
4668,4669,320.17699,51.0,1.0,92.89579,0.84934,352.84531,60.8531,4668
12452,12453,91.35952,23.0,1.0,187.37072,0.85017,91.25718,-0.43338,12452
16758,16759,287.59207,11.0,1.0,44.8651,0.85523,290.75486,33.18058,16758
11016,11017,297.53943,28.0,1.0,64.25822,0.85552,307.5169,47.91707,11016
19428,19429,102.28412,3.0,1.0,209.99959,0.85601,103.06419,-19.88408,19428
10204,10205,86.81672,30.0,1.0,179.27719,0.85895,87.23087,6.59153,10204
15011,15012,290.28902,16.0,1.0,50.51125,0.86306,294.90831,37.70156,15011
6727,6728,76.85393,42.0,1.0,164.8432,0.8664,79.70659,19.03025,6727
23735,23736,108.50704,-9.0,1.0,223.50949,0.86938,111.47729,-31.06961,23735
11150,11151,88.875,27.0,1.0,182.78045,0.88126,89.00137,3.56471,11150
5614,5615,314.44898,47.0,1.0,87.41017,0.8902,341.93011,59.84899,5614
26196,26197,112.36994,-16.0,1.0,231.46038,0.89775,117.40207,-37.33478,26196
5947,5948,73.70079,45.0,1.0,161.07118,0.90572,77.62362,22.2597,5947
4969,4970,68.64407,49.0,1.0,155.79153,0.90609,74.49406,26.70545,4969
3596,3597,329.55224,56.0,1.0,100.37479,0.9097,8.2362,60.85489,3596
8110,8111,81.5331,37.0,1.0,171.00884,0.91235,83.05203,13.76528,8110
22119,22120,279.77716,-4.0,1.0,27.96663,0.91281,280.32058,19.08948,22119
26005,26006,273.89049,-15.0,1.0,15.53139,0.917,273.79261,8.38791,26005
6899,6900,308.76404,42.0,1.0,80.97565,0.92645,330.28615,57.61235,6899
24255,24256,276.61017,-10.0,1.0,21.19294,0.92978,276.68319,13.28585,24255
21402,21403,280.77994,-2.0,1.0,30.20347,0.93749,281.54439,21.00813,21402
4224,4225,323.33333,53.0,1.0,95.68254,0.94548,358.5682,61.13128,4224
3053,3054,51.15789,58.0,1.0,142.10765,0.94946,65.10673,37.87334,3053
10700,10701,298.08917,29.0,1.0,65.36488,0.95045,308.63455,48.74253,10700
18177,18178,285.37815,7.0,1.0,40.30729,0.95983,287.59712,29.50469,18177
29881,29882,119.25,-27.0,1.0,244.1814,0.96,129.26773,-46.53007,29881
26542,26543,113.02326,-17.0,1.0,232.63851,0.96665,118.42507,-38.19404,26542
25658,25659,274.38395,-14.0,1.0,16.63843,0.972,274.30533,9.37361,25658
8691,8692,83.26531,35.0,1.0,173.4503,0.97724,84.37596,11.69256,8691
19967,19968,282.78552,2.0,1.0,34.67836,0.97762,284.09667,24.81566,19967
8870,8871,302.44898,35.0,1.0,72.41147,0.98045,317.2579,53.24882,8870
30329,30330,265.74132,-28.0,1.0,0.4924,0.98709,266.22269,-4.61635,30329
7720,7721,305.80645,39.0,1.0,77.22686,0.99126,324.19178,55.90682,7720
19250,19251,283.7883,4.0,1.0,36.91528,0.99791,285.42826,26.70373,19250
20507,20508,104.0,0.0,1.0,213.45204,1.01504,105.20938,-22.70325,20507
6115,6116,311.81102,45.0,1.0,84.70065,1.01969,336.7699,59.14181,6115
22305,22306,106.59218,-5.0,1.0,219.0834,1.03011,108.68924,-27.36913,22305
17281,17282,99.38028,9.0,1.0,203.34272,1.03061,99.56138,-14.1287,17281
25500,25501,111.40401,-14.0,1.0,229.25719,1.03094,115.80365,-35.54118,25500
26886,26887,113.68421,-18.0,1.0,233.81883,1.03465,119.47368,-39.04615,26886
10387,10388,298.64952,30.0,1.0,66.47349,1.04629,309.79014,49.55904,10387
7545,7546,80.0,39.0,1.0,168.67592,1.04701,81.94184,15.84073,7545
9286,9287,84.91694,33.0,1.0,175.87316,1.05466,85.68322,9.6372,9286
23379,23380,108.20225,-8.0,1.0,222.48356,1.06594,110.96169,-30.12416,23379
22834,22835,278.54749,-6.0,1.0,25.6271,1.08216,278.89418,17.17555,22834
8577,8578,303.09278,36.0,1.0,73.53543,1.08913,318.69325,53.99047,8577
2866,2867,48.64865,59.0,1.0,140.46469,1.09041,63.94181,39.24773,2866
28905,28906,117.43902,-24.0,1.0,240.76748,1.1,125.88212,-44.07974,28905
27228,27229,114.35294,-19.0,1.0,235.00128,1.10131,120.54869,-39.8908,27228
25849,25850,112.04611,-15.0,1.0,230.43273,1.10178,116.78391,-36.41131,25849
17111,17112,286.77966,10.0,1.0,43.60936,1.10356,289.64839,32.30195,17111
15357,15358,289.45245,15.0,1.0,49.24993,1.10673,293.69642,36.85299,15357
3800,3801,326.79612,55.0,1.0,98.53133,1.10701,4.48522,61.22803,3800
14824,14825,95.72254,16.0,1.0,195.48467,1.1114,95.55143,-7.32925,14824
18710,18711,101.56425,5.0,1.0,207.89185,1.12884,102.12413,-17.95408,18710
30643,30644,264.84076,-29.0,1.0,359.22491,1.12969,265.46144,-5.64172,30643
12123,12124,91.09756,24.0,1.0,186.38107,1.13052,91.00842,0.56455,12123
9895,9896,86.49351,31.0,1.0,178.27774,1.13993,86.97389,7.59779,9895
10077,10078,299.22078,31.0,1.0,67.58403,1.14335,310.98528,50.36609,10077
5207,5208,70.5,48.0,1.0,157.35738,1.15304,75.67493,25.52727,5207
29233,29234,118.15951,-25.0,1.0,241.96225,1.15368,127.13385,-44.87477,29233
10832,10833,88.58044,28.0,1.0,181.78518,1.16061,88.74833,4.56701,10832
24798,24799,110.45455,-12.0,1.0,227.05702,1.16065,114.27606,-33.73116,24798
27568,27569,115.02959,-20.0,1.0,236.18583,1.16616,121.65087,-40.72769,27568
14479,14480,95.23256,17.0,1.0,194.38097,1.16645,95.04007,-6.34795,14479
15705,15706,288.82521,14.0,1.0,48.08194,1.1781,292.75054,35.96454,15705
6633,6634,309.35361,43.0,1.0,82.03608,1.18103,331.89828,58.28858,6633
4897,4898,317.92208,50.0,1.0,91.17949,1.18406,349.25521,60.95253,4897
23901,23902,276.84507,-9.0,1.0,22.186,1.19023,276.97084,14.27358,23901
11796,11797,90.55215,25.0,1.0,185.26607,1.19042,90.50631,1.56171,11796
6996,6997,78.37638,41.0,1.0,166.32481,1.19129,80.8091,17.93168,6996
3014,3015,336.64865,59.0,1.0,105.21406,1.20404,18.00408,60.19049,3014
6203,6204,75.34884,44.0,1.0,162.58531,1.20526,78.75745,21.13192,6203
18534,18535,284.58101,6.0,1.0,39.05568,1.20748,286.56284,28.60473,18534
17637,17638,100.11236,8.0,1.0,204.56356,1.21594,100.37971,-15.07587,17637
14136,14137,94.73684,18.0,1.0,193.27596,1.22123,94.53016,-5.36497,14136
21946,21947,106.29526,-4.0,1.0,218.05891,1.22617,108.21839,-26.41454,21946
27906,27907,115.71429,-21.0,1.0,237.37243,1.22876,122.78103,-41.55648,27906
25150,25151,111.08571,-13.0,1.0,228.22971,1.23216,115.21609,-34.61138,25150
28050,28051,270.0,-21.0,1.0,8.48926,1.23254,269.99429,2.43924,28050
25309,25310,274.62857,-13.0,1.0,17.63199,1.23617,274.57882,10.36555,25309
15519,15520,96.96275,14.0,1.0,197.81304,1.23739,96.85069,-9.27405,15519
7442,7443,306.32727,40.0,1.0,78.27628,1.23751,325.60779,56.64411,7442
4443,4444,320.90498,52.0,1.0,93.92206,1.23981,354.88393,61.33749,4443
9770,9771,299.80328,32.0,1.0,68.69645,1.24195,312.22163,51.16314,9770
21227,21228,105.29248,-2.0,1.0,215.82185,1.25169,106.85118,-24.54918,21227
23022,23023,107.89916,-7.0,1.0,221.45779,1.26224,110.45615,-29.17693,23022
5370,5371,315.0,48.0,1.0,88.41002,1.26335,343.67911,60.4665,5370
8399,8400,82.8866,36.0,1.0,172.44407,1.26525,84.11111,12.70652,8399
5449,5450,72.0,47.0,1.0,158.77661,1.26918,76.62593,24.39428,5449
3202,3203,333.47368,58.0,1.0,103.27806,1.27115,14.22602,60.72145,3202
13795,13796,94.23529,19.0,1.0,192.16971,1.276,94.02168,-4.38031,13795
5862,5863,312.48,46.0,1.0,85.77277,1.2859,338.5877,59.74684,5862
30201,30202,120.37855,-28.0,1.0,245.55807,1.28792,131.09237,-47.1976,30201
3647,3648,59.41748,55.0,1.0,147.54969,1.28963,69.46655,33.72193,3647
24959,24960,275.11364,-12.0,1.0,18.73737,1.29076,275.09573,11.34867,24959
19788,19789,103.28691,2.0,1.0,211.34649,1.29206,104.22805,-20.78556,19788
15171,15172,96.48415,15.0,1.0,196.71203,1.29267,96.33465,-8.297,15171
27714,27715,270.53254,-20.0,1.0,9.60532,1.29436,270.49561,3.4383,27714
3855,3856,61.4218,54.0,1.0,149.08444,1.30038,70.5373,32.47692,3855
3444,3445,57.31343,56.0,1.0,145.99377,1.30534,68.37608,34.9907,3444
19069,19070,102.28412,4.0,1.0,209.10932,1.31177,102.96904,-18.88812,19069
28714,28715,268.64048,-23.0,1.0,6.12631,1.32144,268.74286,0.43337,28714
13456,13457,93.72781,20.0,1.0,191.06226,1.33106,93.51463,-3.39393,13456
8287,8288,303.55401,37.0,1.0,74.57424,1.33167,319.92774,54.77837,8287
4068,4069,63.33333,53.0,1.0,150.59857,1.3344,71.58836,31.25382,4068
8987,8988,84.56376,34.0,1.0,174.86989,1.33861,85.42188,10.64745,8987
6463,6464,76.65399,43.0,1.0,163.95511,1.34943,79.65357,20.03985,6463
4009,4010,324.17062,54.0,1.0,96.72405,1.35007,0.73452,61.5418,4009
3246,3247,55.10204,57.0,1.0,144.41625,1.35103,67.26608,36.28523,3246
3396,3397,330.61224,57.0,1.0,101.44556,1.35255,10.55144,61.1421,3396
17465,17466,285.97183,9.0,1.0,42.35498,1.35262,288.5631,31.41584,17465
27376,27377,271.05882,-19.0,1.0,10.72028,1.35455,270.9984,4.43552,27376
24445,24446,110.14164,-11.0,1.0,226.02998,1.35991,113.71694,-32.79552,24445
16220,16221,98.18182,12.0,1.0,200.13627,1.36445,98.16436,-11.20791,16220
21760,21761,279.77716,-3.0,1.0,28.85569,1.37095,280.39665,20.08691,21760
13119,13120,93.21429,21.0,1.0,189.95368,1.38668,93.00899,-2.40581,13119
28383,28384,269.18919,-22.0,1.0,7.24586,1.38695,269.24231,1.43714,28383
4286,4287,65.15837,52.0,1.0,152.09269,1.38881,72.61985,30.05094,4286
13305,13306,292.5,21.0,1.0,55.90808,1.39051,298.83253,42.21396,13305
7826,7827,81.41343,38.0,1.0,170.12667,1.39308,83.01707,14.76924,7826
5696,5697,73.44,46.0,1.0,160.17942,1.39409,77.55924,23.27456,5696
21043,21044,280.77994,-1.0,1.0,31.09324,1.39425,281.6303,22.00493,21043
17994,17995,100.84034,7.0,1.0,205.78319,1.40084,101.20472,-16.01883,17994
29368,29369,267.23926,-25.0,1.0,3.75251,1.40266,267.49149,-1.58467,29368
27036,27037,271.57895,-18.0,1.0,11.83408,1.41338,271.50267,5.43094,27036
20325,20326,281.78273,1.0,1.0,33.33112,1.41419,282.89902,23.91307,20325
12638,12639,293.65559,23.0,1.0,58.1775,1.41602,300.85021,43.93926,12638
9589,9590,86.16393,32.0,1.0,177.27761,1.42135,86.71614,8.60472,9589
15869,15870,97.71429,13.0,1.0,199.03818,1.4214,97.64353,-10.23504,15869
16054,16055,288.0,13.0,1.0,46.82357,1.42544,291.58665,35.10034,16054
19608,19609,282.78552,3.0,1.0,35.56875,1.43321,284.20435,25.81091,19608
10517,10518,88.28025,29.0,1.0,180.78913,1.43985,88.49448,5.56986,10517
11981,11982,294.84663,25.0,1.0,60.45482,1.44297,302.99104,45.63519,11981
23546,23547,277.07865,-8.0,1.0,23.17911,1.45028,277.26099,15.26082,23546
22664,22665,107.59777,-6.0,1.0,220.43222,1.45839,109.96034,-28.22797,22664
13642,13643,291.83432,20.0,1.0,54.73135,1.46062,297.74349,41.35985,13642
4509,4510,66.90265,51.0,1.0,153.56746,1.46099,73.63203,28.86674,4509
11472,11473,90.27864,26.0,1.0,184.27447,1.47008,90.25639,2.56101,11472
26694,26695,272.09302,-17.0,1.0,12.94665,1.47117,272.00842,6.42456,26694
29042,29043,267.80488,-24.0,1.0,4.87531,1.47349,267.98897,-0.57599,29042
9466,9467,300.19934,33.0,1.0,69.72302,1.48345,313.24599,52.0037,9466
7168,7169,306.86347,41.0,1.0,79.3278,1.4848,327.08148,57.36688,7168
12970,12971,292.97297,22.0,1.0,56.99688,1.48491,299.70189,43.09994,12970
29559,29560,119.25697,-26.0,1.0,243.33045,1.4856,128.87264,-45.56841,29559
16405,16406,287.38636,12.0,1.0,45.65957,1.49532,290.6877,34.19918,16405
12308,12309,294.14634,24.0,1.0,59.2705,1.50907,301.77904,44.81212,12308
3054,3055,53.05263,58.0,1.0,142.93751,1.5149,66.31399,37.56317,3054
7269,7270,79.85455,40.0,1.0,167.79157,1.52756,81.90077,16.84627,7269
26350,26351,272.60116,-16.0,1.0,14.05794,1.52819,272.51565,7.41642,26350
3595,3596,327.76119,56.0,1.0,99.58932,1.53127,6.76176,61.56124,3595
13981,13982,291.17647,19.0,1.0,53.55644,1.53176,296.68272,40.49826,13981
11656,11657,295.35604,26.0,1.0,61.55189,1.53591,303.98426,46.49343,11656
22476,22477,278.54749,-5.0,1.0,26.51504,1.54257,278.95928,18.17362,22476
5131,5132,315.76271,49.0,1.0,89.49489,1.54468,345.70614,60.98928,5131
6371,6372,309.76744,44.0,1.0,83.01363,1.5485,333.33834,59.01593,6371
4737,4738,68.57143,50.0,1.0,155.02359,1.54856,74.62521,27.69978,4737
16573,16574,98.92351,11.0,1.0,201.35897,1.54936,98.96691,-12.16216,16573
29691,29692,266.37771,-26.0,1.0,2.49397,1.55028,266.73572,-2.60162,29691
24607,24608,275.35411,-11.0,1.0,19.73094,1.55335,275.37419,12.33924,24607
24091,24092,109.83051,-10.0,1.0,225.00289,1.55829,113.16914,-31.85782,24091
4667,4668,318.58407,51.0,1.0,92.19519,1.56646,351.22403,61.48058,4667
28242,28243,116.75676,-22.0,1.0,238.72376,1.56892,124.36556,-42.29876,28242
8001,8002,304.02827,38.0,1.0,75.61509,1.5743,321.2131,55.5547,8001
9166,9167,300.80537,34.0,1.0,70.83933,1.58401,314.56959,52.7803,9166
18352,18353,101.56425,6.0,1.0,207.00158,1.58478,102.03646,-16.95759,18352
17820,17821,285.16854,8.0,1.0,41.10192,1.60175,287.49856,30.5225,17820
14322,14323,290.52632,18.0,1.0,52.3834,1.60349,295.64932,39.6295,14322
30518,30519,121.52866,-29.0,1.0,246.94326,1.61043,132.96744,-47.84421,30518
2867,2868,50.59459,59.0,1.0,141.31303,1.62438,65.15972,38.91496,2867
28575,28576,117.46224,-23.0,1.0,239.91651,1.62604,125.56082,-43.10698,28575
11334,11335,295.875,27.0,1.0,62.651,1.62857,305.01089,47.34437,11334
4223,4224,321.66667,53.0,1.0,94.95211,1.63306,356.99151,61.79373,4223
18891,18892,283.57542,5.0,1.0,37.70892,1.64251,285.30986,27.72057,18891
4970,4971,70.16949,49.0,1.0,156.46179,1.64938,75.59979,26.54877,4970
20684,20685,281.0,0.0,1.0,32.0838,1.65485,281.95568,22.98373,20684
5613,5614,312.97959,47.0,1.0,86.76369,1.65602,340.25199,60.4019,5613
12785,12786,92.97297,22.0,1.0,188.96821,1.66944,92.7629,-1.41085,12785
6728,6729,78.20225,42.0,1.0,165.43833,1.6726,80.76187,18.93919,6728
14665,14666,289.88372,17.0,1.0,51.21228,1.67536,294.64242,38.7539,14665
21587,21588,106.29526,-3.0,1.0,217.16994,1.68471,108.08036,-25.42229,21587
5948,5949,75.11811,45.0,1.0,161.6951,1.69014,78.69885,22.14394,5948
30011,30012,265.5,-27.0,1.0,1.23018,1.69548,265.97766,-3.62335,30011
20868,20869,105.29248,-1.0,1.0,214.93207,1.70865,106.72531,-23.55582,20868
23190,23191,277.31092,-7.0,1.0,24.17226,1.70998,277.5537,16.24756,23190
10205,10206,87.97428,30.0,1.0,179.79227,1.71905,88.23985,6.57327,10205
11015,11016,296.40379,28.0,1.0,63.7521,1.72121,306.07239,48.1876,11015
12453,12454,92.44713,23.0,1.0,187.85736,1.72516,92.25828,-0.42015,12453
20148,20149,104.28969,1.0,1.0,212.69386,1.72877,105.40707,-21.67836,20148
6898,6899,307.41573,42.0,1.0,80.38144,1.73335,328.6153,58.07418,6898
16927,16928,99.66102,10.0,1.0,202.58068,1.7351,99.77594,-13.11224,16927
3013,3014,334.7027,59.0,1.0,104.36901,1.74328,16.6265,60.9295,3013
16757,16758,286.57224,11.0,1.0,44.40424,1.744,289.56949,33.32039,16757
8111,8112,82.78746,37.0,1.0,171.56361,1.74658,84.08171,13.70931,8111
15010,15011,289.24855,16.0,1.0,50.0431,1.74695,293.66119,37.87174,15010
19429,19430,103.28691,3.0,1.0,210.45589,1.74748,104.1241,-19.79033,19429
11151,11152,90.0,27.0,1.0,183.28198,1.74923,90.00571,3.56078,11151
23736,23737,109.52113,-9.0,1.0,223.97578,1.75589,112.63226,-30.91813,23736
3799,3800,325.04854,55.0,1.0,97.76975,1.75896,2.96493,61.92169,3799
26197,26198,113.4104,-16.0,1.0,231.94177,1.77451,118.63435,-37.14034,26197
26004,26005,272.85303,-15.0,1.0,15.05168,1.79691,272.77992,8.41159,26004
22118,22119,278.77437,-4.0,1.0,27.50746,1.80161,279.26425,19.15733,22118
6114,6115,310.3937,45.0,1.0,84.07868,1.80568,335.08045,59.6565,6114
29882,29883,120.375,-27.0,1.0,244.70707,1.81359,130.65983,-46.2426,29882
10699,10700,296.94268,29.0,1.0,64.85519,1.81409,307.17033,49.02265,10699
24254,24255,275.59322,-10.0,1.0,20.72472,1.81516,275.65504,13.32933,24254
7719,7720,304.51613,39.0,1.0,76.65803,1.81719,322.55186,56.31868,7719
8692,8693,84.4898,35.0,1.0,173.99183,1.82164,85.39923,11.64909,8692
8869,8870,301.22449,35.0,1.0,71.86997,1.82487,315.68222,53.60191,8869
21401,21402,279.77716,-2.0,1.0,29.74509,1.82876,280.47369,21.0843,21401
30328,30329,264.60568,-28.0,1.0,359.96109,1.83757,265.21728,-4.65001,30328
26543,26544,114.06977,-17.0,1.0,233.1235,1.84215,119.67046,-37.9919,26543
3201,3202,331.57895,58.0,1.0,102.45717,1.84971,12.80617,61.45428,3201
18176,18177,284.36975,7.0,1.0,39.8502,1.85032,286.45435,29.62213,18176
25657,25658,273.35244,-14.0,1.0,16.16163,1.85208,273.29125,9.40081,25657
19966,19967,281.78273,2.0,1.0,34.22168,1.86977,282.99693,24.90909,19966
7546,7547,81.29032,39.0,1.0,169.24398,1.87348,82.98169,15.77332,7546
19249,19250,282.78552,4.0,1.0,36.45949,1.88846,284.31385,26.80609,19249
20508,20509,105.0,0.0,1.0,213.90833,1.90495,106.2866,-22.59529,20508
9287,9288,86.11296,33.0,1.0,176.40206,1.90706,86.7001,9.60554,9287
10386,10387,297.49196,30.0,1.0,65.96023,1.9075,308.3063,49.84907,10386
26887,26888,114.73684,-18.0,1.0,234.3075,1.90849,120.73213,-38.83612,26887
25501,25502,112.43553,-14.0,1.0,229.73427,1.91089,117.01167,-35.35867,25501
5208,5209,72.0,48.0,1.0,158.01202,1.91405,76.77537,25.38509,5208
22306,22307,107.59777,-5.0,1.0,219.5445,1.91952,109.80678,-27.23726,22306
4896,4897,316.36364,50.0,1.0,90.50068,1.92096,347.59833,61.5598,4896
17282,17283,100.39437,9.0,1.0,203.80136,1.92112,100.5915,-14.05814,17282
8576,8577,301.85567,36.0,1.0,72.99008,1.92846,317.10109,54.35553,8576
3445,3446,59.10448,56.0,1.0,146.76909,1.93969,69.55623,34.73486,3445
3648,3649,61.16505,55.0,1.0,148.30677,1.94688,70.63585,33.48463,3648
4442,4443,319.27602,52.0,1.0,93.21443,1.95073,353.26504,61.98196,4442
23380,23381,109.21348,-8.0,1.0,222.9487,1.95283,112.10592,-29.97651,23380
3247,3248,56.93878,57.0,1.0,145.20998,1.96027,68.45705,36.00977,3247
28906,28907,118.53659,-24.0,1.0,241.28025,1.96174,127.22713,-43.81968,28906
3395,3396,328.77551,57.0,1.0,100.65187,1.96185,9.09549,61.862,3395
22833,22834,277.5419,-6.0,1.0,25.16543,1.96938,277.84904,17.2338,22833
27229,27230,115.41176,-19.0,1.0,235.4937,1.97307,121.82011,-39.6727,27229
30642,30643,263.69427,-29.0,1.0,358.68665,1.97586,264.45461,-5.68174,30642
3856,3857,63.12796,54.0,1.0,149.82358,1.97847,71.69579,32.25715,3856
25850,25851,113.08357,-15.0,1.0,230.91337,1.9812,118.00504,-36.22141,25850
6632,6633,307.98479,43.0,1.0,81.43721,1.98341,330.21175,58.765,6632
17110,17111,285.76271,10.0,1.0,43.15008,1.99363,288.473,32.43403,17110
15356,15357,288.41499,15.0,1.0,48.78378,1.99391,292.45914,37.01473,15356
14825,14826,96.76301,16.0,1.0,195.95168,1.99593,96.55883,-7.28562,14825
9896,9897,87.66234,31.0,1.0,178.79462,1.9983,87.98443,7.57728,9896
10076,10077,298.05195,31.0,1.0,67.06718,2.00174,309.48198,50.66635,10076
6204,6205,76.74419,44.0,1.0,163.19494,2.00283,79.8275,21.0287,6204
12124,12125,92.19512,24.0,1.0,186.8697,2.00617,92.01109,0.57601,12124
6997,6998,79.7048,41.0,1.0,166.90669,2.00787,81.85931,17.85198,6997
29234,29235,119.2638,-25.0,1.0,242.47908,2.01085,128.49085,-44.60543,29234
18711,18712,102.56983,5.0,1.0,208.34833,2.02065,103.17287,-17.8665,18711
5369,5370,313.5,48.0,1.0,87.75747,2.02618,341.98815,61.03655,5369
10833,10834,89.71609,28.0,1.0,182.28859,2.02791,89.75423,4.56105,10833
4008,4009,322.46445,54.0,1.0,95.98609,2.02945,359.16772,62.22046,4008
4069,4070,65.0,53.0,1.0,151.32011,2.03143,72.73612,31.05062,4069
27569,27570,116.09467,-20.0,1.0,236.68207,2.03545,122.93514,-40.50132,27569
5450,5451,73.46939,47.0,1.0,159.41615,2.0409,77.71647,24.2644,5450
24799,24800,111.47727,-12.0,1.0,227.52969,2.04242,115.46002,-33.56006,24799
14480,14481,96.27907,17.0,1.0,194.84995,2.05065,96.04618,-6.30777,14480
7441,7442,305.01818,40.0,1.0,77.70307,2.06052,323.94662,57.06946,7441
